year,countrycode,ctrycode,country,resid_y,resid_x1,resid_x2,region,post
1995,PAN,PAN,Panama,-2.1595771,12.735444,,Latin America & Caribbean,0
2000,PAN,PAN,Panama,-1.6507719,17.055786,,Latin America & Caribbean,0
2005,PAN,PAN,Panama,4.2533798,-7.2061863,,Latin America & Caribbean,0
2010,PAN,PAN,Panama,3.9858959,-11.471002,,Latin America & Caribbean,1
2015,PAN,PAN,Panama,1.1173285,-3.2417979,,Latin America & Caribbean,1
2020,PAN,PAN,Panama,1.5804466,.33228171,,Latin America & Caribbean,1
1960,POL,POL,Poland,,,,Europe & Central Asia,0
1965,POL,POL,Poland,,,,Europe & Central Asia,0
1970,POL,POL,Poland,,,,Europe & Central Asia,0
1975,POL,POL,Poland,,,,Europe & Central Asia,0
1980,POL,POL,Poland,,,,Europe & Central Asia,0
1985,POL,POL,Poland,,,,Europe & Central Asia,0
1990,POL,POL,Poland,-2.3777859,2.9727237,,Europe & Central Asia,0
1995,POL,POL,Poland,.61102718,-.17627154,,Europe & Central Asia,0
2000,POL,POL,Poland,-1.5495698,-.1485038,,Europe & Central Asia,0
2005,POL,POL,Poland,1.0342695,-6.317852,,Europe & Central Asia,0
2010,POL,POL,Poland,-.27054277,3.6801646,,Europe & Central Asia,1
2015,POL,POL,Poland,1.3587505,6.8738561,,Europe & Central Asia,1
2020,POL,POL,Poland,1.1938515,-6.8841171,,Europe & Central Asia,1
1960,PRI,PRI,Puerto Rico,.61460042,,,Latin America & Caribbean,0
1965,PRI,PRI,Puerto Rico,1.4259516,,,Latin America & Caribbean,0
1970,PRI,PRI,Puerto Rico,-.4568722,,,Latin America & Caribbean,0
1975,PRI,PRI,Puerto Rico,.022725673,,,Latin America & Caribbean,0
1980,PRI,PRI,Puerto Rico,-.41804436,,,Latin America & Caribbean,0
1985,PRI,PRI,Puerto Rico,1.0473591,,,Latin America & Caribbean,0
1990,PRI,PRI,Puerto Rico,1.1589773,,,Latin America & Caribbean,0
1995,PRI,PRI,Puerto Rico,1.2037016,,,Latin America & Caribbean,0
2000,PRI,PRI,Puerto Rico,1.18115,,,Latin America & Caribbean,0
2005,PRI,PRI,Puerto Rico,-2.321517,,,Latin America & Caribbean,0
2010,PRI,PRI,Puerto Rico,-.74822509,,,Latin America & Caribbean,1
2015,PRI,PRI,Puerto Rico,-1.3796878,,,Latin America & Caribbean,1
2020,PRI,PRI,Puerto Rico,-1.3301194,,,Latin America & Caribbean,1
1960,PRT,PRT,Portugal,.1852207,-2.9889398,,Europe & Central Asia,0
1965,PRT,PRT,Portugal,1.3172753,-5.0937438,,Europe & Central Asia,0
1970,PRT,PRT,Portugal,2.2052066,-1.477566,,Europe & Central Asia,0
1975,PRT,PRT,Portugal,-2.5455179,4.8801007,,Europe & Central Asia,0
1980,PRT,PRT,Portugal,-.56684411,2.6424019,,Europe & Central Asia,0
1985,PRT,PRT,Portugal,2.3645263,-21.585928,-.0016912607,Europe & Central Asia,0
1990,PRT,PRT,Portugal,1.1923342,-32.201836,-.00030741096,Europe & Central Asia,0
1995,PRT,PRT,Portugal,1.1120518,-14.097457,.001165262,Europe & Central Asia,0
2000,PRT,PRT,Portugal,-1.710596,24.656704,-.0017040723,Europe & Central Asia,0
2005,PRT,PRT,Portugal,-1.2595072,29.84141,-.001849592,Europe & Central Asia,0
2010,PRT,PRT,Portugal,-2.2131689,34.974979,.00071721722,Europe & Central Asia,1
2015,PRT,PRT,Portugal,.49758369,-4.8633933,.0010499478,Europe & Central Asia,1
2020,PRT,PRT,Portugal,-.57856458,-14.686732,.0026199091,Europe & Central Asia,1
1960,PYF,PYF,French Polynesia,,,,East Asia & Pacific,0
1965,PYF,PYF,French Polynesia,.23539102,,,East Asia & Pacific,0
1970,PYF,PYF,French Polynesia,2.3821707,,,East Asia & Pacific,0
1975,PYF,PYF,French Polynesia,.63234347,,,East Asia & Pacific,0
1980,PYF,PYF,French Polynesia,1.2949439,,,East Asia & Pacific,0
1985,PYF,PYF,French Polynesia,.22045344,,,East Asia & Pacific,0
1990,PYF,PYF,French Polynesia,.22924082,,,East Asia & Pacific,0
1995,PYF,PYF,French Polynesia,-1.4650842,,,East Asia & Pacific,0
2000,PYF,PYF,French Polynesia,-1.1425433,,,East Asia & Pacific,0
2005,PYF,PYF,French Polynesia,-1.2648562,,,East Asia & Pacific,0
2010,PYF,PYF,French Polynesia,-1.9460666,,,East Asia & Pacific,1
2015,PYF,PYF,French Polynesia,1.4142894,,,East Asia & Pacific,1
2020,PYF,PYF,,-.59028238,,,East Asia & Pacific,1
1960,QAT,QAT,Qatar,,,,Middle East & North Africa,0
1965,QAT,QAT,Qatar,,,,Middle East & North Africa,0
1970,QAT,QAT,Qatar,-1.8456943,2.6499789,,Middle East & North Africa,0
1975,QAT,QAT,Qatar,-3.145056,-.6768083,,Middle East & North Africa,0
1980,QAT,QAT,Qatar,-4.5434356,-6.383379,,Middle East & North Africa,0
1985,QAT,QAT,Qatar,-1.7923243,4.8309221,,Middle East & North Africa,0
1990,QAT,QAT,Qatar,.51370054,.80142558,,Middle East & North Africa,0
1995,QAT,QAT,Qatar,4.7078118,-13.096087,,Middle East & North Africa,0
2000,QAT,QAT,Qatar,2.4185884,-22.109484,,Middle East & North Africa,0
2005,QAT,QAT,Qatar,.40862405,-.12691823,,Middle East & North Africa,0
2010,QAT,QAT,Qatar,4.4549928,-26.60141,,Middle East & North Africa,1
2015,QAT,QAT,Qatar,-2.4198339,13.6092,,Middle East & North Africa,1
2020,QAT,QAT,Qatar,1.2426264,47.102562,,Middle East & North Africa,1
1960,ROU,ROU,Romania,,,,Europe & Central Asia,0
1965,ROU,ROU,Romania,,,,Europe & Central Asia,0
1970,ROU,ROU,Romania,,,,Europe & Central Asia,0
1975,ROU,ROU,Romania,,,,Europe & Central Asia,0
1980,ROU,ROU,Romania,,,,Europe & Central Asia,0
1985,ROU,ROU,Romania,,,,Europe & Central Asia,0
1990,ROU,ROU,Romania,-5.1110845,67.372086,,Europe & Central Asia,0
1995,ROU,ROU,Romania,-3.2527418,-6.7009468,,Europe & Central Asia,0
2000,ROU,ROU,Romania,1.6539181,-10.83491,,Europe & Central Asia,0
2005,ROU,ROU,Romania,3.2082007,-11.776875,,Europe & Central Asia,0
2010,ROU,ROU,Romania,-.54886562,-4.8665686,,Europe & Central Asia,1
2015,ROU,ROU,Romania,2.9434381,-12.70142,,Europe & Central Asia,1
2020,ROU,ROU,Romania,1.1071353,-20.491369,,Europe & Central Asia,1
1960,SAU,SAU,Saudi Arabia,4.2202997,,,Middle East & North Africa,0
1965,SAU,SAU,Saudi Arabia,2.449383,11.265029,,Middle East & North Africa,0
1970,SAU,SAU,Saudi Arabia,18.032194,2.6131272,,Middle East & North Africa,0
1975,SAU,SAU,Saudi Arabia,.059268825,-.4371115,,Middle East & North Africa,0
1980,SAU,SAU,Saudi Arabia,-7.1608934,-.09720733,,Middle East & North Africa,0
1985,SAU,SAU,Saudi Arabia,-6.6300483,6.3234744,,Middle East & North Africa,0
1990,SAU,SAU,Saudi Arabia,.66979116,-3.8350706,,Middle East & North Africa,0
1995,SAU,SAU,Saudi Arabia,-3.9983706,-2.7974715,,Middle East & North Africa,0
2000,SAU,SAU,Saudi Arabia,-3.082829,.45803532,,Middle East & North Africa,0
2005,SAU,SAU,Saudi Arabia,-2.3972375,-7.7318907,,Middle East & North Africa,0
2010,SAU,SAU,Saudi Arabia,.63513166,-9.6195641,,Middle East & North Africa,1
2015,SAU,SAU,Saudi Arabia,-.89781946,3.8586497,,Middle East & North Africa,1
2020,SAU,SAU,Saudi Arabia,-1.8988711,,,Middle East & North Africa,1
1960,SGP,SGP,Singapore,-6.0135708,-4.7201395,,East Asia & Pacific,0
1965,SGP,SGP,Singapore,.17328015,-7.2302651,,East Asia & Pacific,0
1970,SGP,SGP,Singapore,.9726522,-3.4045041,,East Asia & Pacific,0
1975,SGP,SGP,Singapore,-.96850473,-1.3741776,,East Asia & Pacific,0
1980,SGP,SGP,Singapore,2.5908916,13.342691,,East Asia & Pacific,0
1985,SGP,SGP,Singapore,.072045982,4.1778989,,East Asia & Pacific,0
1990,SGP,SGP,Singapore,3.4408867,-3.2529891,,East Asia & Pacific,0
1995,SGP,SGP,Singapore,-1.7465107,8.3739624,,East Asia & Pacific,0
2000,SGP,SGP,Singapore,.10399643,3.1033673,,East Asia & Pacific,0
2005,SGP,SGP,Singapore,-.88652289,-20.027309,,East Asia & Pacific,0
2010,SGP,SGP,Singapore,2.4018836,-2.5866232,,East Asia & Pacific,1
2015,SGP,SGP,Singapore,-.23573251,4.5668178,,East Asia & Pacific,1
2020,SGP,SGP,Singapore,.09520492,9.031271,,East Asia & Pacific,1
1960,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1965,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1970,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1975,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1980,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1985,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1990,SMR,SMR,San Marino,,,,Europe & Central Asia,0
1995,SMR,SMR,San Marino,,,,Europe & Central Asia,0
2000,SMR,SMR,San Marino,.41431296,-28.838364,,Europe & Central Asia,0
2005,SMR,SMR,San Marino,-1.2137243,-2.5363579,,Europe & Central Asia,0
2010,SMR,SMR,San Marino,-4.277564,13.120772,,Europe & Central Asia,1
2015,SMR,SMR,San Marino,-.50137675,19.333288,,Europe & Central Asia,1
2020,SMR,SMR,,5.578352,-1.0793407,,Europe & Central Asia,1
1960,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1965,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1970,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1975,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1980,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1985,SVK,SVK,Slovak Republic,,,,Europe & Central Asia,0
1990,SVK,SVK,Slovak Republic,-4.8148775,17.63439,,Europe & Central Asia,0
1995,SVK,SVK,Slovak Republic,.10959569,14.342385,,Europe & Central Asia,0
2000,SVK,SVK,Slovak Republic,-.21967018,-2.0475011,,Europe & Central Asia,0
2005,SVK,SVK,Slovak Republic,2.8738048,-20.261477,,Europe & Central Asia,0
2010,SVK,SVK,Slovak Republic,.86612898,-12.602989,,Europe & Central Asia,1
2015,SVK,SVK,Slovak Republic,1.0602976,.83283395,,Europe & Central Asia,1
2020,SVK,SVK,Slovak Republic,.12472063,2.1023591,,Europe & Central Asia,1
1960,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1965,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1970,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1975,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1980,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1985,SVN,SVN,Slovenia,,,,Europe & Central Asia,0
1990,SVN,SVN,Slovenia,-2.1531088,,,Europe & Central Asia,0
1995,SVN,SVN,Slovenia,1.0926203,-4.9214935,-.0031948532,Europe & Central Asia,0
2000,SVN,SVN,Slovenia,.22811307,1.4038154,.000054946759,Europe & Central Asia,0
2005,SVN,SVN,Slovenia,.53014737,12.334761,.0012459925,Europe & Central Asia,0
2010,SVN,SVN,Slovenia,-1.6875105,17.003811,.0023940692,Europe & Central Asia,1
2015,SVN,SVN,Slovenia,1.3318602,-8.0434074,.00065584393,Europe & Central Asia,1
2020,SVN,SVN,Slovenia,.65787852,-17.777485,-.0011559994,Europe & Central Asia,1
1960,SWE,SWE,Sweden,1.4352512,4.3252354,,Europe & Central Asia,0
1965,SWE,SWE,Sweden,-.89387411,.60238481,,Europe & Central Asia,0
1970,SWE,SWE,Sweden,-.89770114,-9.2015314,,Europe & Central Asia,0
1975,SWE,SWE,Sweden,-1.5325593,-14.049791,,Europe & Central Asia,0
1980,SWE,SWE,Sweden,1.4844131,-18.765123,,Europe & Central Asia,0
1985,SWE,SWE,Sweden,.22490701,-20.227156,,Europe & Central Asia,0
1990,SWE,SWE,Sweden,-.57730889,-26.216341,,Europe & Central Asia,0
1995,SWE,SWE,Sweden,1.0053273,-40.342571,,Europe & Central Asia,0
2000,SWE,SWE,Sweden,.19131637,3.4711759,,Europe & Central Asia,0
2005,SWE,SWE,Sweden,-.58112347,16.367723,,Europe & Central Asia,0
2010,SWE,SWE,Sweden,.41042086,29.978968,,Europe & Central Asia,1
2015,SWE,SWE,Sweden,-.076767877,37.352219,,Europe & Central Asia,1
2020,SWE,SWE,Sweden,-.1923013,36.704811,,Europe & Central Asia,1
1960,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1965,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1970,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1975,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1980,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1985,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1990,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
1995,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2000,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2005,SXM,SXM,Sint Maarten (Dutch part),,,,Latin America & Caribbean,0
2010,SXM,SXM,Sint Maarten (Dutch part),1.6242765,,,Latin America & Caribbean,1
2015,SXM,SXM,Sint Maarten (Dutch part),-1.8653685,,,Latin America & Caribbean,1
2020,SXM,SXM,,.24109197,,,Latin America & Caribbean,1
1960,SYC,SYC,Seychelles,-2.6114142,,,Sub-Saharan Africa,0
1965,SYC,SYC,Seychelles,-3.7833283,,,Sub-Saharan Africa,0
1970,SYC,SYC,Seychelles,.55044442,31.791203,,Sub-Saharan Africa,0
1975,SYC,SYC,Seychelles,4.1935811,29.300665,,Sub-Saharan Africa,0
1980,SYC,SYC,Seychelles,-3.1760154,12.418079,,Sub-Saharan Africa,0
1985,SYC,SYC,Seychelles,1.9397652,-.17184623,,Sub-Saharan Africa,0
1990,SYC,SYC,Seychelles,2.4262807,-8.3802032,,Sub-Saharan Africa,0
1995,SYC,SYC,Seychelles,1.0093913,-7.3136854,,Sub-Saharan Africa,0
2000,SYC,SYC,Seychelles,-4.2891183,-7.2658129,,Sub-Saharan Africa,0
2005,SYC,SYC,Seychelles,1.5702327,-19.88929,,Sub-Saharan Africa,0
2010,SYC,SYC,Seychelles,1.9299074,-21.393503,,Sub-Saharan Africa,1
2015,SYC,SYC,Seychelles,4.6368079,-12.345099,,Sub-Saharan Africa,1
2020,SYC,SYC,,-4.3965344,3.2494924,,Sub-Saharan Africa,1
1960,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1965,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1970,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1975,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1980,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1985,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1990,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
1995,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2000,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2005,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,0
2010,TCA,TCA,Turks and Caicos Islands,,,,Latin America & Caribbean,1
2015,TCA,TCA,Turks and Caicos Islands,2.7268698,,,Latin America & Caribbean,1
2020,TCA,TCA,,-2.7268698,,,Latin America & Caribbean,1
1960,TTO,TTO,Trinidad and Tobago,1.5842296,18.493425,,Latin America & Caribbean,0
1965,TTO,TTO,Trinidad and Tobago,-2.6240497,17.787151,,Latin America & Caribbean,0
1970,TTO,TTO,Trinidad and Tobago,-2.4448071,19.537199,,Latin America & Caribbean,0
1975,TTO,TTO,Trinidad and Tobago,1.3878319,17.775112,,Latin America & Caribbean,0
1980,TTO,TTO,Trinidad and Tobago,-.91630107,12.387297,,Latin America & Caribbean,0
1985,TTO,TTO,Trinidad and Tobago,-7.2145557,14.776309,,Latin America & Caribbean,0
1990,TTO,TTO,Trinidad and Tobago,1.3998386,5.1660476,,Latin America & Caribbean,0
1995,TTO,TTO,Trinidad and Tobago,3.2309215,1.0900183,,Latin America & Caribbean,0
2000,TTO,TTO,Trinidad and Tobago,4.8888984,-8.1238241,,Latin America & Caribbean,0
2005,TTO,TTO,Trinidad and Tobago,4.4893384,-31.568829,,Latin America & Caribbean,0
2010,TTO,TTO,Trinidad and Tobago,2.5019751,-30.319386,,Latin America & Caribbean,1
2015,TTO,TTO,Trinidad and Tobago,-3.6818571,-19.151846,,Latin America & Caribbean,1
2020,TTO,TTO,Trinidad and Tobago,-2.6014626,-17.848679,,Latin America & Caribbean,1
1960,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1965,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1970,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1975,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1980,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1985,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1990,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
1995,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2000,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2005,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,0
2010,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
2015,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
2020,TWN,TWN,"Taiwan, China",,,,East Asia & Pacific,1
1960,URY,URY,Uruguay,-2.6979885,28.411556,,Latin America & Caribbean,0
1965,URY,URY,Uruguay,-2.4380224,12.610102,,Latin America & Caribbean,0
1970,URY,URY,Uruguay,-3.3612795,4.5377593,,Latin America & Caribbean,0
1975,URY,URY,Uruguay,1.3153644,17.929039,,Latin America & Caribbean,0
1980,URY,URY,Uruguay,-3.0664854,33.159378,,Latin America & Caribbean,0
1985,URY,URY,Uruguay,1.144169,19.497974,,Latin America & Caribbean,0
1990,URY,URY,Uruguay,3.5725143,-1.3232102,,Latin America & Caribbean,0
1995,URY,URY,Uruguay,.55118489,-.58179033,,Latin America & Caribbean,0
2000,URY,URY,Uruguay,-3.9745762,8.5704851,,Latin America & Caribbean,0
2005,URY,URY,Uruguay,4.5550675,-32.145565,,Latin America & Caribbean,0
2010,URY,URY,Uruguay,3.890178,-30.98777,,Latin America & Caribbean,1
2015,URY,URY,Uruguay,-.082788914,-27.000778,,Latin America & Caribbean,1
2020,URY,URY,Uruguay,.59266275,-32.677177,,Latin America & Caribbean,1
1960,USA,USA,United States,-.42441723,28.529482,,North America,0
1965,USA,USA,United States,-.32114697,29.171394,,North America,0
1970,USA,USA,United States,-2.4172082,27.572279,,North America,0
1975,USA,USA,United States,-.46161124,25.140799,,North America,0
1980,USA,USA,United States,1.0223553,15.018641,,North America,0
1985,USA,USA,United States,.66271716,11.778757,,North America,0
1990,USA,USA,United States,1.0703419,-5.4193039,,North America,0
1995,USA,USA,United States,.62833703,-10.067676,-.00073971896,North America,0
2000,USA,USA,United States,-.61958903,-11.580814,-.00013600575,North America,0
2005,USA,USA,United States,-.79742891,-23.645987,-.00046545218,North America,0
2010,USA,USA,United States,.25138134,-29.988293,-.0011032125,North America,1
2015,USA,USA,United States,.38596004,-25.798437,.00023051426,North America,1
2020,USA,USA,United States,1.0203087,-30.710842,.0022138751,North America,1
1970,VGB,VGB,,,,,Latin America & Caribbean,0
1975,VGB,VGB,,,,,Latin America & Caribbean,0
1980,VGB,VGB,,,,,Latin America & Caribbean,0
1985,VGB,VGB,,,,,Latin America & Caribbean,0
1990,VGB,VGB,,,,,Latin America & Caribbean,0
1995,VGB,VGB,,,,,Latin America & Caribbean,0
2000,VGB,VGB,,,,,Latin America & Caribbean,0
2005,VGB,VGB,,,,,Latin America & Caribbean,0
2010,VGB,VGB,,,,,Latin America & Caribbean,1
2015,VGB,VGB,,,,,Latin America & Caribbean,1
2020,VGB,VGB,,,,,Latin America & Caribbean,1
1960,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1965,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1970,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1975,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1980,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1985,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1990,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
1995,VIR,VIR,Virgin Islands (U.S.),,,,Latin America & Caribbean,0
2000,VIR,VIR,United States Virgin Islands,,,,Latin America & Caribbean,0
2005,VIR,VIR,United States Virgin Islands,2.4698255,,,Latin America & Caribbean,0
2010,VIR,VIR,United States Virgin Islands,-4.8218536,,,Latin America & Caribbean,1
2015,VIR,VIR,United States Virgin Islands,1.1072024,,,Latin America & Caribbean,1
2020,VIR,VIR,United States Virgin Islands,1.2448258,,,Latin America & Caribbean,1
